SA,관측성,FastAPI 계측 시 무엇을 켜나?,FastAPI·httpx 등 자동 계측과 서비스 리소스 속성·배치 익스포터를 설정한다.
SA,Backend FastAPI,계층 구조는?,Router(검증)·Service(비즈니스)·Repository/Client(DB·외부)로 나누고 계층 건너뛰기를 금지한다.
SA,Backend FastAPI,설정 관리는?,pydantic-settings로 환경 변수를 모델화하고 시크릿을 코드에 넣지 않는다.
SA,Backend FastAPI,비동기 외부 호출은?,httpx AsyncClient 등으로 타임아웃·재시도 정책을 명시한다.
SA,Backend Spring Boot,검증과 예외는?,Bean Validation과 전역 예외 핸들러로 API 오류 형식을 통일한다.
SA,Backend Spring Boot,HTTP 클라이언트는?,RestClient/WebClient 등 버전에 맞는 클라이언트와 타임아웃을 설정한다.
SA,Backend Spring Boot,Java 버전은?,스펙 기준 Java 21 LTS와 Spring Boot 3.x 조합을 전제로 한다.
SA,비즈니스 스펙,무엇을 쓰지 말아야 하나?,구현 방법·프레임워크·API 상세 같은 기술 설계는 배제하고 무엇·왜 중심으로 쓴다.
SA,비즈니스 스펙,필수 섹션은?,문서 정보·배경·가치·이해관계자·시나리오·기능/비기능 요건 등 템플릿 섹션을 채운다.
SA,비즈니스 스펙,Gherkin과 어떻게 연결하나?,인수기준을 시나리오와 맞추고 feature 파일에서 스펙 ID를 참조할 수 있다.
SA,RAG,오프라인과 온라인 단계는?,오프라인에서 청킹·임베딩·저장하고 온라인에서 검색·컨텍스트 구성·생성한다.
SA,RAG,임베딩·스토어는 어떻게 고르나?,다국어·비용·차원·온프레미스 여부에 따라 small/large·bge-m3·pgvector 등 후보를 비교한다.
SA,RAG,검색 품질을 올리려면?,하이브리드 검색·MMR·크로스 인코더 리랭킹 등 스펙의 고급 패턴을 검토한다.
SA,메시징·EDA,언제 메시징을 도입하나?,장시간 LLM·외부 장애·버퍼링·느슨한 결합이 필요할 때 동기 HTTP 대신 큐·이벤트를 쓴다.
SA,메시징·EDA,이벤트 페이로드 규칙은?,event_id·type·version·timestamp·source·correlation_id·payload 등 공통 필드를 유지한다.
SA,메시징·EDA,Kafka와 RabbitMQ 선택 기준은?,처리량·보존·재처리·운영 성숙도를 표에 맞춰 고른다.
SA,캐싱,레이어 순서는?,브라우저→CDN→게이트웨이→Redis→DB 순으로 히트를 시도하는 구조를 이해하고 설계한다.
SA,캐싱,키 이름은 어떻게 짓나?,서비스·버전·엔티티·식별자 등 컨벤션을 정해 충돌과 무효화 범위를 통제한다.
SA,캐싱,Cache-Aside가 권장되는 이유는?,앱이 캐시 미스 시 DB를 읽어 채우는 패턴이 단순하고 운영에 유연하다.
SA,Agent,무한 루프를 막으려면?,max_iterations·max_execution_time·early_stopping 등 AgentExecutor 설정을 제한한다.
SA,Agent,툴은 어떻게 설계하나?,단일 책임·명확한 description·결정론적 출력·예외 대신 오류 문자열 반환을 지킨다.
SA,Agent,ReAct 외 패턴은?,CoT·Plan-and-Execute·Multi-Agent 등 과제 복잡도에 맞게 선택한다.
SA,Frontend,렌더링 전략은 어떻게 고르나?,CSR·SSR·SSG·하이브리드·서버 템플릿을 SEO·초기 로딩·인터랙션 요구에 맞춰 선택한다.
SA,Frontend,상태 관리는?,컴포넌트 로컬부터 Zustand·Redux까지 규모에 맞게 선택하고 API 레이어는 분리한다.
SA,Frontend,요청 취소는?,AbortController 등으로 언마운트·연속 입력 시 이전 요청을 끊는다.
SA,인증·Keycloak,브라우저 앱에 권장되는 플로우는?,Authorization Code + PKCE로 브라우저에 client secret을 두지 않는다.
SA,인증·Keycloak,백엔드는 토큰을 어떻게 검증하나?,JWKS로 서명 검증하고 issuer·audience·만료를 확인하며 역할 클레임을 정책과 맞춘다.
SA,인증·Keycloak,M2M은?,Client Credentials 등 특수 플로우를 별도로 정의한다.
SA,브랜치 전략,일상 기능 개발은 어디서 하나?,develop에서 분기한 feature/fix 브랜치로 작업하고 PR로 머지한다.
SA,브랜치 전략,프로덕션 반영 선은?,main이 프로덕션 후보이며 릴리스·태그 기준을 명시한다.
SA,브랜치 전략,핫픽스는?,main에서 hotfix를 만들고 main과 develop(또는 release)에 동일 패치를 반영한다.
SA,배포 전략,테스트와 배포를 어떻게 연결하나?,PR 단계 Lint/Unit·머지 전 Integration·배포 전 E2E 등 스펙·시퀀스 다이어그램 기준을 따른다.
SA,배포 전략,환경 승급은?,dev 자동·staging/prod 수동 승인 등 프로모션 정책을 infra 스펙과 일치시킨다.
SA,배포 전략,롤백은?,이전 이미지 태그·Helm revision 등 정의된 롤백 절차를 둔다.
SA,데이터 파이프라인 Airflow,레이어 이름과 역할은?,Raw 불변·ODS 정규화·DW 스타 스키마·MART 소비자용 요약으로 역할을 나눈다.
SA,데이터 파이프라인 Airflow,Executor는?,운영 K8s에서는 KubernetesExecutor를 권장하고 로컬은 제한적으로 LocalExecutor 등을 쓴다.
SA,데이터 파이프라인 Airflow,dbt 역할은?,ODS→DW→MART SQL 변환을 dbt가 담당하고 Airflow가 오케스트레이션한다.
SA,데이터 파이프라인 ODS/DW/Mart,DAG 설계 시 고려할 것은?,idempotent·재실행·백필·SLA·실패 알림·데이터 품질 검증을 포함한다.
SA,데이터 파이프라인 ODS/DW/Mart,ODS와 DW 차이는?,ODS는 원천 정합·표준화에 가깝고 DW는 전사 차원·팩트 모델에 가깝다.
SA,데이터 파이프라인 ODS/DW/Mart,품질 이슈는?,격리 테이블·DQ 로그·재처리 정책으로 막는다.
